Median House Price,Median Income,Median Age,Total Rooms,Total Bedrooms,Population,Total Houses,Latitude,Longitude,Rate
168000,3.33,52,1580,426,1460,406,34.1,-118,Cheap
162000,2.92,41,1910,503,1560,453,34.1,-118,Cheap
174000,3.46,52,1590,360,1130,321,34.1,-118,Cheap
176000,3.68,41,1900,514,1670,498,34.1,-118,Cheap
190000,2.51,52,1300,389,1190,361,34.1,-118,Expensive
171000,4.06,52,678,173,791,186,34.1,-118,Cheap
163000,2.52,46,3660,1070,4150,993,34.1,-118,Cheap
156000,3,52,1900,525,1860,480,34.1,-118,Cheap
156000,2.81,44,1570,398,1500,407,34.1,-118,Cheap
177000,2.99,46,3390,820,2830,813,34.1,-118,Cheap
150000,2.17,40,1270,348,1030,315,34.1,-118,Cheap
168000,2.49,35,2520,749,2490,679,34.1,-118,Cheap
184000,2.66,33,1520,391,753,298,34.1,-118,Expensive
152000,2.4,44,1350,398,1200,344,34.1,-118,Cheap
169000,2.29,38,1160,309,1050,322,34.1,-118,Cheap
144000,3.42,26,1640,457,1160,437,34.1,-118,Cheap
154000,3.21,42,1580,379,1320,378,34.1,-118,Cheap
186000,2.18,36,1440,534,1810,500,34.1,-118,Expensive
166000,1.94,37,2040,611,1700,545,34.1,-118,Cheap
155000,2.07,30,3640,1200,4340,1160,34.1,-118,Cheap
228000,4.38,32,2760,499,1660,533,34.1,-118,Expensive
218000,5.27,40,1680,316,795,330,34.1,-118,Expensive
187000,3.04,47,5080,1270,3350,1110,34.1,-118,Expensive
252000,4.12,35,4000,788,2790,764,34.1,-118,Expensive
144000,2.71,38,1050,249,799,229,34.1,-118,Cheap
153000,2.28,46,2480,587,2120,553,34.1,-118,Cheap
242000,3.74,36,2000,533,1230,535,34.1,-118,Expensive
148000,2.77,34,1660,412,1680,382,34.1,-118,Cheap
197000,4.05,33,1900,386,1190,340,34.1,-118,Expensive
157000,2.17,41,1350,379,1540,416,34.1,-118,Cheap
150000,2.52,42,1710,488,1940,447,34.1,-118,Cheap
139000,2.48,36,1430,415,1840,410,34.1,-118,Cheap
165000,2.82,45,1070,275,996,243,34.1,-118,Cheap
181000,2.05,41,438,201,690,161,34.1,-118,Expensive
244000,4.65,47,1160,235,781,268,34.1,-118,Expensive
213000,3.59,48,737,166,462,131,34.1,-118,Expensive
206000,4.83,40,2750,580,1380,511,34.1,-118,Expensive
186000,4.58,34,609,149,407,145,34.1,-118,Expensive
215000,4.29,48,1310,286,835,294,34.1,-118,Expensive
245000,2.98,37,1800,426,1090,417,34.1,-118,Expensive
185000,3.09,28,3310,1030,2670,942,34.1,-118,Expensive
171000,3.56,35,1940,439,1520,412,34.1,-118,Cheap
221000,5.21,36,2870,529,1370,565,34.1,-118,Expensive
241000,5.2,37,1300,242,750,255,34.1,-118,Expensive
184000,2.28,28,1550,465,974,408,34.1,-118,Expensive
204000,3.18,41,1210,301,801,300,34.1,-118,Expensive
221000,4.51,32,2090,491,1410,479,34.1,-118,Expensive
224000,5.51,31,1020,191,495,191,34.1,-118,Expensive
187000,3.34,35,4150,971,3220,892,34.1,-118,Expensive
153000,2.89,11,1280,418,1580,330,34.1,-118,Cheap
169000,2.61,29,2900,892,3320,765,34.1,-118,Cheap
154000,0.89,34,80,26,125,35,34.1,-118,Cheap
179000,2.77,50,2140,451,1780,426,34.1,-118,Cheap
177000,2.22,39,1150,348,1160,333,34.1,-118,Cheap
156000,3.13,33,2610,646,2500,606,34.1,-118,Cheap
214000,3.13,45,2840,698,1770,653,34.1,-118,Expensive
211000,3.67,47,2180,510,1450,503,34.1,-118,Expensive
218000,2.87,43,2230,583,1670,543,34.1,-118,Expensive
209000,2.75,43,2220,635,1820,606,34.1,-118,Expensive
156000,3.02,39,1420,369,1470,351,34.1,-118,Cheap
141000,3.17,42,1530,456,1690,432,34.1,-118,Cheap
170000,3.44,52,125,42,99,40,34.1,-118,Cheap
164000,2.63,42,598,147,312,144,34.1,-118,Cheap
277000,3.72,42,4200,956,1940,878,34.1,-118,Expensive
271000,3.57,52,1740,402,749,335,34.1,-118,Expensive
205000,2.77,29,3770,1210,2320,1030,34.1,-118,Expensive
209000,2.11,47,1380,359,1510,418,34.1,-118,Expensive
230000,2.94,46,1610,396,966,416,34.1,-118,Expensive
277000,3.05,36,1830,539,934,486,34.1,-118,Expensive
353000,4.41,39,3830,916,1380,746,34.1,-118,Expensive
496000,3.62,38,4450,1160,1830,1100,34.1,-118,Expensive
438000,3.14,45,1610,331,633,332,34.1,-118,Expensive
500000,12.9,50,2380,312,836,337,34.1,-118,Expensive
209000,2.73,52,1940,476,1380,477,34.1,-118,Expensive
238000,3.84,52,2290,520,1280,485,34.1,-118,Expensive
231000,3.58,50,2040,440,1090,417,34.1,-118,Expensive
500000,5.3,30,2770,570,1080,580,34.1,-118,Expensive
264000,3.05,40,2680,737,1140,669,34.1,-118,Expensive
254000,2.94,39,2200,582,1170,538,34.1,-118,Expensive
266000,3.52,43,1710,443,1190,429,34.1,-118,Expensive
267000,2.38,24,3700,1130,1690,1030,34.1,-118,Expensive
500000,13,49,2850,379,1110,380,34.1,-118,Expensive
436000,3.23,48,1450,295,681,287,34.1,-118,Expensive
392000,3.58,52,3140,675,1210,606,34.1,-118,Expensive
283000,2.07,37,5310,1980,3900,1870,34.1,-118,Expensive
500000,8.44,25,1590,218,568,206,34.1,-118,Expensive
500000,6.94,52,1950,245,645,237,34.1,-118,Expensive
433000,5.87,52,1880,303,735,293,34.1,-118,Expensive
500000,8.01,39,3900,561,1270,536,34.1,-118,Expensive
499000,7.27,40,2820,443,907,414,34.1,-118,Expensive
394000,4.15,52,3410,800,1220,783,34.1,-118,Expensive
434000,4.08,42,2460,543,857,482,34.1,-118,Expensive
436000,3.25,33,5140,1450,2400,1290,34.1,-118,Expensive
411000,2.4,48,4470,1580,2800,1400,34.1,-118,Expensive
438000,2.21,38,3500,1100,1940,994,34.1,-118,Expensive
343000,3.06,48,1600,464,784,461,34.1,-118,Expensive
430000,8.23,37,2330,434,846,457,34.1,-118,Expensive
500000,4.08,34,1860,273,540,264,34.1,-118,Expensive
500000,6.04,23,1890,416,769,392,34.1,-118,Expensive
500000,6.67,45,2380,417,751,410,34.1,-118,Expensive
500000,4.1,23,4570,1420,1620,995,34.1,-118,Expensive
500000,3.7,40,5490,1240,2030,1130,34.1,-118,Expensive
365000,3.36,26,3980,1050,1720,935,34.1,-118,Expensive
405000,2.98,52,1300,281,578,273,34.1,-118,Expensive
500000,3.02,52,1100,247,423,230,34.1,-118,Expensive
225000,2.8,18,7430,2790,3600,2270,34.1,-118,Expensive
372000,2.65,16,2930,1040,1650,980,34.1,-118,Expensive
436000,3.9,20,2750,782,1160,739,34.1,-118,Expensive
250000,2.33,18,4110,1300,2100,1120,34.1,-118,Expensive
238000,1.85,24,5480,1800,2860,1760,34.1,-118,Expensive
469000,4.36,51,937,348,527,333,34.1,-118,Expensive
500000,1.82,29,3190,1450,2040,1270,34.1,-118,Expensive
325000,1.54,24,2000,791,1220,672,34.1,-118,Expensive
232000,2.54,28,2220,752,1270,684,34.1,-118,Expensive
188000,1.51,30,5290,2450,4120,2130,34.1,-118,Expensive
333000,1.32,43,2730,1650,3050,1430,34.1,-118,Expensive
350000,1.69,40,4980,2160,4830,2030,34.1,-118,Expensive
450000,1.73,28,1760,716,1460,620,34.1,-118,Expensive
340000,1.94,35,7520,2960,5900,2770,34.1,-118,Expensive
263000,1.61,25,3930,1720,4870,1610,34.1,-118,Expensive
250000,1.53,36,2290,1030,3030,890,34.1,-118,Expensive
350000,1.71,33,766,347,918,305,34.1,-118,Expensive
238000,1.63,48,1120,524,1610,483,34.1,-118,Expensive
238000,2.09,45,1910,696,1550,611,34.1,-118,Expensive
194000,1.4,43,1620,734,1460,644,34.1,-118,Expensive
163000,1.63,34,2470,1170,2660,1080,34.1,-118,Cheap
200000,2.14,30,1680,682,1450,579,34.1,-118,Expensive
250000,2.19,29,732,288,691,278,34.1,-118,Expensive
67500,1.63,34,399,141,482,134,34.1,-118,Cheap
211000,1.82,34,2070,839,2630,775,34.1,-118,Expensive
100000,1.9,28,720,267,891,265,34.1,-118,Cheap
194000,1.86,37,773,314,835,312,34.1,-118,Expensive
250000,2.03,32,563,191,626,185,34.1,-118,Expensive
175000,2.56,27,210,98,332,112,34.1,-118,Cheap
222000,1.73,36,1660,690,1960,633,34.1,-118,Expensive
225000,2.06,34,1480,675,1980,653,34.1,-118,Expensive
200000,1.53,31,622,229,597,227,34.1,-118,Expensive
138000,1.83,30,2190,965,2200,836,34.1,-118,Cheap
206000,2.23,52,786,270,756,273,34.1,-118,Expensive
167000,1.71,29,3400,1370,3430,1170,34.1,-118,Cheap
219000,1.82,40,3060,1220,3950,1220,34.1,-118,Expensive
217000,1.24,36,787,420,1510,360,34.1,-118,Expensive
250000,1.76,38,2070,914,2720,853,34.1,-118,Expensive
203000,1.93,36,2280,899,1960,839,34.1,-118,Expensive
188000,1.75,34,2720,1110,2990,1020,34.1,-118,Expensive
230000,2.26,36,2330,993,3160,927,34.1,-118,Expensive
163000,2.71,39,631,298,744,274,34.1,-118,Cheap
173000,2.33,29,2240,792,2250,739,34.1,-118,Cheap
175000,3.04,38,790,275,664,194,34.1,-118,Cheap
225000,1.98,43,1580,658,1940,614,34.1,-118,Expensive
113000,1.98,28,1560,648,1970,597,34.1,-118,Cheap
158000,2.05,35,2200,998,3440,912,34.1,-118,Cheap
198000,2.01,35,2620,1120,3550,1010,34.1,-118,Expensive
263000,1.81,39,336,173,586,151,34.1,-118,Expensive
262000,1.91,52,1270,322,984,353,34.1,-118,Expensive
253000,2.19,29,3250,1190,3910,1100,34.1,-118,Expensive
206000,1.45,25,2350,852,2860,862,34.1,-118,Expensive
227000,2.03,32,2200,674,2180,635,34.1,-118,Expensive
188000,2.15,36,2520,842,2450,689,34.1,-118,Expensive
241000,2,30,3170,1260,3680,1140,34.1,-118,Expensive
218000,1.52,42,1950,846,2500,813,34.1,-118,Expensive
209000,1.68,44,2670,830,2300,726,34.1,-118,Expensive
213000,2,30,1870,766,2600,819,34.1,-118,Expensive
219000,1.88,28,2170,819,2550,763,34.1,-118,Expensive
200000,3.7,36,654,186,416,138,34.1,-118,Expensive
165000,1.44,36,561,180,340,127,34.1,-118,Cheap
220000,1.99,40,2000,687,1510,542,34.1,-118,Expensive
205000,2.36,5,2670,954,1730,766,34.1,-118,Expensive
210000,2.2,14,3030,999,1690,841,34.1,-118,Expensive
347000,3.11,50,3460,854,1580,841,34.1,-118,Expensive
322000,3.29,52,1730,502,849,466,34.1,-118,Expensive
500000,10.4,52,1430,186,547,178,34.1,-118,Expensive
281000,2.8,47,1800,546,921,478,34.1,-118,Expensive
396000,3.85,52,1000,200,514,204,34.1,-118,Expensive
342000,3.81,52,2090,388,908,375,34.1,-118,Expensive
316000,2.6,42,2210,643,1230,605,34.1,-118,Expensive
334000,4.58,52,1710,350,727,355,34.1,-118,Expensive
305000,3.28,52,1970,480,794,451,34.1,-118,Expensive
380000,3.13,52,1160,257,575,251,34.1,-118,Expensive
500000,3.51,52,1780,454,671,439,34.1,-118,Expensive
443000,3.24,50,2990,832,1350,775,34.1,-118,Expensive
255000,2.24,30,1390,457,1460,423,34.1,-118,Expensive
288000,1.75,31,2280,823,2190,720,34.1,-118,Expensive
358000,2.42,46,2040,534,1250,525,34.1,-118,Expensive
220000,2.75,23,1440,521,1260,450,34.1,-118,Expensive
330000,3.37,52,1140,304,754,297,34.1,-118,Expensive
380000,4.14,52,2370,473,1050,434,34.1,-118,Expensive
248000,1.88,34,2500,1050,3330,970,34.1,-118,Expensive
206000,2.18,36,1280,503,1500,450,34.1,-118,Expensive
251000,2.9,27,1510,510,1600,518,34.1,-118,Expensive
227000,2.7,26,1610,534,1870,497,34.1,-118,Expensive
210000,1.52,34,479,182,557,170,34.1,-118,Expensive
213000,1.85,23,1860,937,2800,858,34.1,-118,Expensive
225000,1.57,34,1560,651,1770,559,34.1,-118,Expensive
258000,2.38,32,2880,1060,3650,1030,34.1,-118,Expensive
174000,2.4,25,2460,823,2640,763,34.1,-118,Cheap
138000,1.93,38,380,130,445,140,34.1,-118,Cheap
500000,11.6,34,2820,399,843,391,34.1,-118,Expensive
500000,8.51,26,3900,610,1470,632,34.1,-118,Expensive
500000,4.17,33,7480,1680,2700,1500,34.1,-118,Expensive
500000,6.52,35,3950,695,1360,620,34.1,-118,Expensive
417000,7.11,38,2600,523,870,474,34.1,-118,Expensive
500000,8.58,42,5520,979,1860,957,34.1,-118,Expensive
500000,2.56,36,2960,838,1130,745,34.1,-118,Expensive
500000,15,37,407,67,100,47,34.1,-118,Expensive
500000,9.31,39,3800,586,975,525,34.1,-118,Expensive
500000,8.94,30,6310,957,1780,880,34.1,-118,Expensive
500000,4.32,41,730,126,230,125,34.1,-118,Expensive
355000,2.96,38,2160,582,1060,577,34.1,-118,Expensive
367000,1.99,40,3110,764,1560,763,34.1,-118,Expensive
374000,3.98,52,2950,695,1260,650,34.1,-118,Expensive
300000,3.21,22,3010,938,1220,816,34.1,-118,Expensive
500000,2.89,31,2700,706,1060,689,34.1,-118,Expensive
398000,3.39,45,2200,483,1270,455,34.1,-118,Expensive
394000,5.75,52,1470,254,600,253,34.1,-118,Expensive
424000,6.03,52,1230,223,543,213,34.1,-118,Expensive
319000,3.66,48,2570,571,1420,563,34.1,-118,Expensive
350000,4.07,52,1310,263,689,208,34.1,-118,Expensive
422000,6.45,51,3150,519,1080,510,34.1,-118,Expensive
413000,5.78,41,3730,740,1360,707,34.1,-118,Expensive
307000,2.98,41,4140,1130,1860,1030,34.1,-118,Expensive
352000,4.2,46,1160,203,514,213,34.1,-118,Expensive
398000,5.41,52,2040,348,775,332,34.1,-118,Expensive
361000,4.58,52,1800,437,787,388,34.1,-118,Expensive
324000,4.06,44,2730,585,1230,567,34.1,-118,Expensive
305000,4.71,50,2110,398,793,418,34.1,-118,Expensive
211000,3.1,49,1770,467,1070,438,34.1,-118,Expensive
200000,2.34,48,805,246,633,235,34.1,-118,Expensive
217000,2.79,49,2840,880,2000,796,34.1,-118,Expensive
345000,4.17,48,1530,295,589,286,34.1,-118,Expensive
269000,3.97,52,3230,763,1560,710,34.1,-118,Expensive
197000,2.33,52,2270,663,1480,597,34.1,-118,Expensive
252000,3.78,52,2330,555,1050,491,34.1,-118,Expensive
279000,3.64,51,1530,366,669,333,34.1,-118,Expensive
241000,3.84,36,3500,833,2650,788,34.1,-118,Expensive
231000,4.63,52,1080,222,439,201,34.1,-118,Expensive
225000,2.97,44,3650,912,1780,861,34.1,-118,Expensive
167000,2.38,52,984,276,994,260,34.1,-118,Cheap
203000,2.44,41,1400,360,1070,363,34.1,-118,Expensive
188000,3.5,46,945,250,910,252,34.1,-118,Expensive
199000,2.39,35,1150,365,1020,296,34.1,-118,Expensive
171000,2.02,36,2310,813,2820,765,34.1,-118,Cheap
188000,2.63,28,579,184,673,202,34.1,-118,Expensive
160000,1.7,27,1190,518,1800,422,34.1,-118,Cheap
158000,2.55,38,2270,801,2900,792,34.1,-118,Cheap
184000,2.72,46,3010,854,2590,814,34.1,-118,Expensive
200000,2.94,42,997,374,982,372,34.1,-118,Expensive
203000,2.62,52,2470,773,2330,746,34.1,-118,Expensive
185000,3.24,43,962,253,658,244,34.1,-118,Expensive
171000,1.87,38,1270,556,1690,450,34.1,-118,Cheap
182000,3.16,42,1620,522,1450,440,34.1,-118,Expensive
229000,2.44,52,1740,464,938,482,34.1,-118,Expensive
214000,2.88,39,3160,896,1930,818,34.1,-118,Expensive
169000,2.74,40,1630,543,1570,510,34.1,-118,Cheap
219000,2.47,49,3830,1200,2860,1010,34.1,-118,Expensive
156000,1.97,35,1340,440,1590,445,34.1,-118,Cheap
144000,3.19,40,506,119,397,114,34.1,-118,Cheap
188000,4.98,52,109,20,86,24,34.1,-118,Expensive
138000,4.03,52,137,26,65,24,34.1,-118,Cheap
136000,2.64,47,859,239,913,234,34.1,-118,Cheap
150000,2.69,49,1640,456,1500,430,34.1,-118,Cheap
156000,2.61,45,1750,484,1680,441,34.1,-118,Cheap
210000,3.56,52,2050,429,957,418,34.1,-118,Expensive
242000,3.75,52,104,20,32,17,34.1,-118,Expensive
200000,2.11,44,1430,438,1120,374,34.1,-118,Expensive
169000,2.61,47,2130,689,2100,662,34.1,-118,Cheap
174000,2.63,43,1900,635,1920,613,34.1,-118,Cheap
189000,2.94,52,1870,470,1210,417,34.1,-118,Expensive
167000,1.79,50,1790,660,2180,675,34.1,-118,Cheap
168000,2.54,45,2170,627,1990,557,34.1,-118,Cheap
190000,3.19,52,3140,765,1730,682,34.1,-118,Expensive
179000,1.92,45,2230,827,2700,792,34.1,-118,Cheap
182000,2.4,46,2340,703,2370,648,34.1,-118,Expensive
232000,2.76,52,830,200,701,189,34.1,-118,Expensive
218000,1.9,47,2060,618,2030,544,34.1,-118,Expensive
175000,2,43,764,322,1280,306,34.1,-118,Cheap
225000,1.55,20,41,17,87,25,34.1,-118,Expensive
138000,1.61,27,223,80,249,82,34.1,-118,Cheap
193000,2.25,18,4300,1420,4330,1290,34.1,-118,Expensive
133000,2.39,16,719,225,801,218,34.1,-118,Cheap
150000,1.88,40,1080,282,970,263,34.1,-118,Cheap
154000,1.82,31,394,117,573,131,34.1,-118,Cheap
152000,1.97,34,1710,562,2110,503,34.1,-118,Cheap
116000,2.34,38,1240,298,1060,263,34.1,-118,Cheap
114000,2.44,49,1320,309,1410,328,34.1,-118,Cheap
140000,1.99,21,1350,380,1690,367,34.1,-118,Cheap
160000,2.27,34,1770,551,2200,500,34.1,-118,Cheap
134000,2.29,39,986,361,1350,299,34.1,-118,Cheap
173000,1.95,26,2570,807,3160,802,34.1,-118,Cheap
138000,2.53,39,1590,430,1670,378,34.1,-118,Cheap
126000,2.22,41,1810,429,1700,424,34.1,-118,Cheap
213000,4.24,39,2050,423,1210,403,34.1,-118,Expensive
153000,2.68,52,3670,808,3060,764,34.1,-118,Cheap
139000,1.61,39,1290,353,1170,345,34.1,-118,Cheap
144000,2.46,39,1560,445,1780,391,34.1,-118,Cheap
159000,1.99,37,1820,498,1960,506,34.1,-118,Cheap
146000,2.01,35,1500,477,2060,498,34.1,-118,Cheap
158000,1.75,36,839,250,1080,245,34.1,-118,Cheap
160000,2.13,31,1080,300,1200,274,34.1,-118,Cheap
167000,2.41,52,1770,435,1850,439,34.1,-118,Cheap
192000,1.73,47,1350,383,1450,371,34.1,-118,Expensive
153000,2.39,31,1450,404,1490,389,34.1,-118,Cheap
169000,1.94,42,902,318,1310,323,34.1,-118,Cheap
148000,1.88,29,1480,413,1580,394,34.1,-118,Cheap
171000,2.17,36,3330,920,2880,800,34.1,-118,Cheap
143000,3.11,48,2510,595,2480,601,34.1,-118,Cheap
146000,1.31,37,299,89,318,92,34.1,-118,Cheap
154000,3.4,45,1330,271,1070,284,34.1,-118,Cheap
149000,2.62,40,2740,708,2750,674,34.1,-118,Cheap
185000,3.38,44,1690,426,1610,384,34.1,-118,Expensive
144000,1.97,41,2090,530,2040,537,34.1,-118,Cheap
200000,4.88,10,1910,398,921,369,34.1,-118,Expensive
167000,4.97,10,1940,445,763,412,34.1,-118,Cheap
153000,4.79,7,2530,689,1220,577,34.1,-118,Cheap
231000,4.92,8,1120,267,435,235,34.1,-118,Expensive
129000,2.92,35,2230,602,2230,549,34.1,-118,Cheap
140000,1.9,35,1550,381,1490,374,34.1,-118,Cheap
166000,3.02,38,2970,665,2130,650,34.1,-118,Cheap
170000,3.38,42,1560,337,1150,348,34.1,-118,Cheap
163000,2.51,44,1730,364,1130,351,34.1,-118,Cheap
175000,2.38,33,1520,415,1350,346,34.1,-118,Cheap
162000,3.14,50,1570,302,1090,333,34.1,-118,Cheap
157000,2.55,36,3070,797,3100,780,34.1,-118,Cheap
147000,2.23,33,2910,797,3210,793,34.1,-118,Cheap
136000,2.99,31,1320,311,1160,289,34.1,-118,Cheap
152000,2.33,33,1370,408,1480,377,34.1,-118,Cheap
145000,3.2,43,1520,378,1340,352,34.1,-118,Cheap
159000,3.23,39,787,181,731,179,34.1,-118,Cheap
148000,3.38,33,851,231,936,228,34.1,-118,Cheap
156000,2.68,28,2620,630,2220,621,34.1,-118,Cheap
150000,3.5,19,2150,544,1510,467,34.1,-118,Cheap
136000,3.58,41,247,55,925,50,34.1,-118,Cheap
149000,3.88,37,1160,225,814,241,34.1,-118,Cheap
149000,2.61,27,2030,565,2190,577,34.1,-118,Cheap
138000,1.98,32,555,159,748,163,34.1,-118,Cheap
93800,1.19,47,2320,658,3020,594,34.1,-118,Cheap
113000,2.3,46,453,119,533,132,34.1,-118,Cheap
112000,2.11,40,1180,335,1440,337,34.1,-118,Cheap
138000,2.49,8,762,204,728,174,34,-118,Cheap
134000,1.67,46,1050,302,1440,305,34,-118,Cheap
143000,2.09,36,2670,675,2880,674,34,-118,Cheap
125000,3.21,37,349,79,276,64,34,-118,Cheap
109000,2.1,46,321,101,401,86,34.1,-118,Cheap
157000,2.36,30,511,153,1150,149,34.1,-118,Cheap
113000,10.2,52,48,6,41,10,34.1,-118,Cheap
138000,1.07,36,1240,470,1670,444,34,-118,Cheap
109000,2.1,52,470,115,434,123,34.1,-118,Cheap
153000,2.23,34,1080,364,1130,338,34.1,-118,Cheap
155000,3.17,34,1110,313,928,290,34,-118,Cheap
157000,1.61,41,1420,478,1640,434,34,-118,Cheap
129000,1.38,26,745,258,694,236,34,-118,Cheap
132000,2.52,28,1080,306,1360,285,34,-118,Cheap
136000,1.93,28,950,357,1490,345,34,-118,Cheap
144000,2.12,45,2150,607,2870,625,34,-118,Cheap
142000,1.96,43,1170,317,1280,303,34,-118,Cheap
122000,1.92,40,1150,323,1350,321,34,-118,Cheap
117000,1.71,40,1080,318,1090,273,34,-118,Cheap
147000,2.02,42,1700,586,2490,581,34,-118,Cheap
150000,2.63,41,1270,398,1890,407,34,-118,Cheap
128000,2.77,43,977,266,1080,259,34,-118,Cheap
124000,2.11,41,1100,264,1180,245,34,-118,Cheap
122000,2.29,50,1410,401,1530,385,34,-118,Cheap
135000,2.18,45,963,234,1190,239,34,-118,Cheap
150000,1.97,40,1100,305,1320,281,34,-118,Cheap
137000,2.11,52,1050,246,1040,249,34,-118,Cheap
143000,3.26,50,1180,246,851,231,34,-118,Cheap
136000,2.07,52,1250,307,1220,297,34,-118,Cheap
128000,3.76,47,1890,408,1630,379,34,-118,Cheap
123000,2.37,52,1750,452,1850,445,34,-118,Cheap
144000,1.82,44,1400,386,1420,373,34,-118,Cheap
147000,2.18,36,1630,490,2000,478,34,-118,Cheap
125000,1.69,44,1580,544,2000,515,34,-118,Cheap
135000,1.03,18,796,227,547,218,34,-118,Cheap
135000,2.19,36,1830,479,2100,480,34,-118,Cheap
165000,2.25,37,845,249,881,252,34,-118,Cheap
148000,2.8,47,1330,393,1560,352,34,-118,Cheap
152000,1.63,28,1840,809,3200,727,34,-118,Cheap
155000,2.19,52,846,271,1150,281,34,-118,Cheap
139000,1.94,43,1150,411,1670,409,34,-118,Cheap
114000,2.55,47,722,235,930,226,34,-118,Cheap
142000,1.42,43,798,308,1420,325,34,-118,Cheap
116000,1.2,44,1110,346,1600,372,34,-118,Cheap
115000,1.52,43,2340,803,2470,707,34,-118,Cheap
153000,1.94,43,1500,477,1840,477,34,-118,Cheap
140000,2.28,47,1310,391,1500,346,34,-118,Cheap
140000,1.81,45,554,214,888,218,34,-118,Cheap
142000,2.66,45,1860,472,1890,456,34,-118,Cheap
141000,2.53,44,1550,407,1720,403,34,-118,Cheap
146000,2.21,52,497,132,547,121,34,-118,Cheap
145000,2.27,47,876,228,872,231,34,-118,Cheap
135000,1.93,41,1290,334,1150,322,34,-118,Cheap
146000,2.75,49,1100,317,1410,301,34,-118,Cheap
135000,2.35,52,774,209,813,203,34,-118,Cheap
141000,2.73,37,1580,392,1780,377,34,-118,Cheap
141000,1.41,52,583,157,730,174,34,-118,Cheap
130000,2.69,45,792,203,872,188,34,-118,Cheap
145000,2.36,44,2700,770,3260,721,34,-118,Cheap
131000,2.39,48,2230,593,2420,598,34,-118,Cheap
175000,1.63,26,36,9,35,9,34,-118,Cheap
127000,3.75,42,498,120,548,119,34,-118,Cheap
67500,7.58,52,22,7,55,7,34,-118,Cheap
133000,1.36,43,1810,513,2120,487,34,-118,Cheap
225000,2.53,52,346,270,346,251,34,-118,Expensive
181000,0.83,13,1700,697,1820,669,34,-118,Expensive
113000,1.08,52,116,107,171,92,34,-118,Cheap
350000,1.2,33,390,199,435,193,34.1,-118,Expensive
87500,1.02,8,1200,552,1070,517,34.1,-118,Cheap
163000,1.74,19,2870,1020,3330,978,34.1,-118,Cheap
350000,0.68,52,2810,1940,2230,1610,34,-118,Expensive
275000,0.81,8,3110,1260,1090,997,34,-118,Expensive
288000,5.31,12,4010,1440,1670,1090,34.1,-118,Expensive
500000,4.1,52,58,52,41,27,34,-118,Expensive
163000,2.46,6,1530,566,1050,473,34,-118,Cheap
313000,1.78,52,174,66,249,57,34.1,-118,Expensive
175000,1.49,15,326,123,490,105,34.1,-118,Cheap
131000,1.86,40,637,273,1150,263,34.1,-118,Cheap
186000,1.84,52,1800,613,2380,587,34.1,-118,Expensive
166000,2.26,40,680,273,995,249,34.1,-118,Cheap
188000,2.52,30,929,238,763,214,34.1,-118,Expensive
225000,2.35,38,715,282,1170,300,34.1,-118,Expensive
87500,1.59,42,2540,1280,3970,1190,34.1,-118,Cheap
213000,2.34,42,1180,428,1590,407,34.1,-118,Expensive
154000,1.59,30,1770,788,2190,764,34.1,-118,Cheap
152000,2.34,34,786,341,1240,320,34.1,-118,Cheap
153000,2.11,32,1660,579,2070,598,34.1,-118,Cheap
208000,1.98,33,1420,686,2010,614,34.1,-118,Expensive
183000,2.4,33,1180,468,1530,430,34.1,-118,Expensive
207000,1.92,41,1070,331,1110,314,34.1,-118,Expensive
217000,2.46,24,3250,1280,2640,1180,34.1,-118,Expensive
266000,2.26,14,1920,926,2230,792,34.1,-118,Expensive
190000,2.36,32,1780,536,1680,489,34.1,-118,Expensive
178000,2.02,25,7520,3180,7220,2900,34.1,-118,Cheap
400000,1.16,14,1790,853,2250,763,34.1,-118,Expensive
175000,1.72,17,2520,1200,3050,1000,34.1,-118,Cheap
138000,1.13,17,2120,1170,3920,1140,34.1,-118,Cheap
113000,1.32,25,1710,1180,3720,1040,34.1,-118,Cheap
188000,1.49,45,564,353,1170,319,34.1,-118,Expensive
275000,1.49,26,513,338,1200,321,34.1,-118,Expensive
110000,1.72,33,1950,1050,3710,1010,34.1,-118,Cheap
138000,2.76,37,350,245,1120,248,34,-118,Cheap
275000,0.96,52,1290,864,2080,724,34,-118,Expensive
225000,1.62,52,1260,616,2310,581,34.1,-118,Expensive
188000,1.11,52,936,454,990,354,34.1,-118,Expensive
163000,1.23,42,2470,1370,3800,1180,34.1,-118,Cheap
325000,1.79,25,1320,836,2800,784,34,-118,Expensive
225000,1.57,26,1160,674,1690,541,34,-118,Expensive
275000,1.46,28,1310,637,2080,598,34,-118,Expensive
163000,1.64,31,1530,730,2510,652,34,-118,Cheap
159000,1.44,41,1790,774,2930,702,34,-118,Cheap
163000,1.3,41,1080,597,2260,614,34,-118,Cheap
213000,1.48,44,968,384,1810,375,34,-118,Expensive
113000,1.32,47,661,359,1410,307,34,-118,Cheap
118000,1.7,13,1780,730,2160,682,34,-118,Cheap
225000,1.83,24,323,214,751,189,34,-118,Expensive
275000,1.2,12,535,328,1190,365,34,-118,Expensive
500000,8.81,52,2160,306,861,311,34.1,-118,Expensive
500000,15,52,1840,240,693,218,34.1,-118,Expensive
500000,15,52,2250,255,813,265,34.1,-118,Expensive
500000,15,52,1480,171,531,161,34.1,-118,Expensive
500000,7.46,52,2090,309,883,281,34.1,-118,Expensive
