Median House Price,Median Income,Median Age,Total Rooms,Total Bedrooms,Population,Total Houses,Latitude,Longitude
115000.00,3.40,18.00,1800.00,332.00,945.00,292.00,36.70,-119.00
108000.00,3.63,25.00,1780.00,312.00,904.00,303.00,36.60,-119.00
80000.00,2.36,38.00,949.00,190.00,578.00,187.00,36.60,-119.00
93800.00,3.51,37.00,1490.00,296.00,977.00,290.00,36.60,-119.00
92400.00,2.34,24.00,2530.00,555.00,1560.00,507.00,37.10,-119.00
152000.00,4.27,14.00,863.00,151.00,315.00,135.00,36.90,-120.00
112000.00,3.33,16.00,4200.00,794.00,2140.00,722.00,37.00,-120.00
112000.00,3.17,16.00,2900.00,551.00,1470.00,509.00,37.00,-119.00
124000.00,3.91,12.00,2980.00,495.00,1180.00,429.00,36.90,-119.00
83300.00,2.00,15.00,1880.00,411.00,755.00,294.00,36.90,-119.00
85600.00,4.18,44.00,3040.00,697.00,335.00,115.00,37.30,-119.00
94000.00,4.16,12.00,2260.00,472.00,1010.00,334.00,37.10,-119.00
103000.00,3.33,22.00,2210.00,477.00,773.00,288.00,37.10,-119.00
125000.00,3.88,23.00,1880.00,380.00,64.00,37.00,37.10,-119.00
145000.00,3.07,34.00,1900.00,394.00,171.00,73.00,37.10,-119.00
179000.00,5.13,15.00,3110.00,651.00,276.00,107.00,37.10,-119.00
78600.00,3.79,19.00,1620.00,324.00,187.00,80.00,36.80,-119.00
94400.00,2.69,17.00,2050.00,405.00,975.00,340.00,36.80,-119.00
100000.00,2.22,13.00,2810.00,579.00,1390.00,512.00,36.70,-119.00
90500.00,2.23,13.00,3960.00,812.00,1910.00,671.00,36.70,-119.00
92200.00,2.61,26.00,1920.00,339.00,1150.00,332.00,36.60,-119.00
55200.00,1.65,26.00,1870.00,416.00,1830.00,432.00,36.60,-119.00
52000.00,1.73,33.00,1490.00,374.00,1540.00,329.00,36.60,-119.00
51500.00,1.56,15.00,1070.00,256.00,1070.00,243.00,36.60,-119.00
51700.00,1.45,25.00,831.00,230.00,947.00,244.00,36.60,-119.00
65800.00,2.42,19.00,1480.00,296.00,1300.00,298.00,36.60,-119.00
69200.00,2.29,5.00,2350.00,608.00,2510.00,573.00,36.60,-119.00
72500.00,2.04,34.00,864.00,184.00,579.00,171.00,36.60,-119.00
73000.00,2.50,42.00,510.00,88.00,247.00,99.00,36.60,-119.00
108000.00,3.63,13.00,1350.00,258.00,719.00,246.00,36.60,-119.00
90500.00,3.79,24.00,1300.00,232.00,693.00,243.00,36.60,-119.00
91600.00,3.91,17.00,1530.00,280.00,775.00,246.00,36.60,-119.00
63300.00,1.77,15.00,1370.00,306.00,1270.00,309.00,36.60,-119.00
67600.00,2.83,32.00,1150.00,236.00,761.00,241.00,36.60,-119.00
60900.00,1.90,36.00,2290.00,489.00,1430.00,454.00,36.60,-119.00
56700.00,1.52,28.00,1340.00,330.00,1330.00,305.00,36.60,-119.00
118000.00,3.98,18.00,1400.00,226.00,754.00,229.00,36.60,-119.00
66100.00,1.69,41.00,1750.00,342.00,1170.00,314.00,36.60,-119.00
63500.00,2.52,37.00,1050.00,239.00,879.00,257.00,36.60,-119.00
87300.00,3.78,18.00,1430.00,280.00,753.00,266.00,36.60,-119.00
84200.00,3.83,28.00,1270.00,215.00,572.00,202.00,36.60,-119.00
57100.00,2.31,18.00,2380.00,448.00,1640.00,436.00,36.60,-120.00
54700.00,1.49,20.00,1490.00,318.00,1470.00,326.00,36.60,-120.00
56900.00,1.59,14.00,3000.00,793.00,3540.00,735.00,36.60,-120.00
63400.00,2.22,34.00,1440.00,267.00,1020.00,265.00,36.60,-120.00
95300.00,1.99,21.00,2110.00,410.00,867.00,380.00,36.60,-119.00
55100.00,1.90,33.00,1230.00,275.00,1070.00,248.00,36.60,-120.00
55800.00,1.56,33.00,587.00,170.00,730.00,162.00,36.60,-120.00
55200.00,1.61,27.00,1390.00,296.00,1060.00,284.00,36.70,-120.00
114000.00,3.05,27.00,823.00,171.00,798.00,200.00,36.60,-120.00
93200.00,2.56,43.00,1680.00,320.00,1060.00,276.00,36.60,-120.00
62400.00,1.97,33.00,1590.00,294.00,1100.00,307.00,36.60,-120.00
62400.00,2.69,13.00,1790.00,405.00,1650.00,411.00,36.60,-120.00
132000.00,3.60,19.00,1730.00,303.00,911.00,281.00,36.60,-120.00
73100.00,2.83,28.00,1450.00,300.00,919.00,308.00,36.60,-120.00
73000.00,2.70,29.00,1310.00,280.00,788.00,271.00,36.60,-120.00
88000.00,4.02,17.00,2290.00,390.00,1330.00,393.00,36.60,-120.00
92700.00,2.27,10.00,2840.00,620.00,1440.00,576.00,36.60,-120.00
69700.00,2.56,42.00,2310.00,439.00,1350.00,436.00,36.60,-120.00
68300.00,1.83,33.00,1920.00,403.00,1210.00,389.00,36.60,-120.00
65100.00,1.58,42.00,2240.00,521.00,1360.00,483.00,36.60,-120.00
55300.00,1.26,22.00,1790.00,435.00,1130.00,359.00,36.60,-120.00
54400.00,1.44,36.00,738.00,168.00,737.00,186.00,36.60,-120.00
92500.00,2.07,34.00,576.00,117.00,363.00,97.00,36.60,-120.00
53000.00,1.63,34.00,1910.00,497.00,1890.00,481.00,36.60,-120.00
51600.00,1.89,30.00,1720.00,372.00,1470.00,403.00,36.60,-120.00
112000.00,3.29,34.00,2070.00,343.00,1040.00,313.00,36.50,-120.00
121000.00,4.20,16.00,2700.00,415.00,1110.00,372.00,36.50,-120.00
76600.00,2.21,46.00,1890.00,390.00,971.00,403.00,36.50,-120.00
67000.00,1.66,37.00,1020.00,213.00,663.00,204.00,36.50,-120.00
70100.00,2.50,9.00,3860.00,809.00,2160.00,770.00,36.50,-120.00
70200.00,3.03,31.00,1990.00,417.00,1040.00,422.00,36.50,-120.00
95700.00,3.20,19.00,2750.00,495.00,1670.00,518.00,36.50,-120.00
82700.00,3.05,32.00,1510.00,272.00,1040.00,272.00,36.60,-120.00
110000.00,2.19,32.00,1600.00,292.00,868.00,276.00,36.60,-120.00
100000.00,3.13,30.00,1670.00,319.00,966.00,282.00,36.50,-120.00
102000.00,3.32,35.00,990.00,192.00,674.00,178.00,36.50,-120.00
94200.00,2.59,20.00,1740.00,331.00,1470.00,289.00,36.50,-120.00
75000.00,3.21,26.00,1730.00,289.00,802.00,259.00,36.40,-120.00
79200.00,2.81,29.00,1700.00,301.00,914.00,280.00,36.50,-120.00
57900.00,1.78,29.00,1800.00,356.00,1280.00,387.00,36.40,-120.00
72500.00,2.40,34.00,1370.00,287.00,818.00,269.00,36.50,-120.00
76800.00,2.02,32.00,1390.00,276.00,999.00,245.00,36.50,-120.00
83600.00,2.73,31.00,1240.00,254.00,767.00,226.00,36.50,-120.00
78200.00,2.44,19.00,1310.00,241.00,702.00,217.00,36.50,-120.00
60000.00,2.52,31.00,1730.00,332.00,979.00,294.00,36.50,-120.00
90000.00,2.98,34.00,1420.00,237.00,716.00,222.00,36.60,-120.00
69400.00,2.03,17.00,1500.00,308.00,1430.00,247.00,36.60,-120.00
74600.00,2.48,20.00,1940.00,363.00,1320.00,359.00,36.60,-120.00
76400.00,2.40,24.00,2250.00,462.00,1290.00,394.00,36.60,-120.00
75600.00,2.45,19.00,2440.00,462.00,1420.00,469.00,36.50,-120.00
58400.00,1.72,34.00,1180.00,251.00,683.00,261.00,36.40,-120.00
60900.00,2.89,23.00,1820.00,354.00,1150.00,362.00,36.40,-120.00
39200.00,2.18,18.00,1130.00,237.00,772.00,220.00,36.40,-120.00
113000.00,2.12,18.00,1520.00,414.00,2030.00,356.00,36.30,-120.00
55000.00,2.33,17.00,598.00,160.00,715.00,146.00,36.20,-120.00
64700.00,1.51,12.00,1460.00,356.00,1710.00,367.00,36.20,-120.00
55100.00,1.42,12.00,1920.00,559.00,2810.00,535.00,36.20,-120.00
87500.00,2.44,11.00,1340.00,412.00,1380.00,318.00,36.30,-120.00
104000.00,2.15,29.00,579.00,116.00,218.00,99.00,36.20,-120.00
65000.00,3.07,36.00,613.00,124.00,310.00,124.00,36.20,-120.00
62000.00,1.83,18.00,1210.00,274.00,622.00,217.00,36.10,-120.00
70000.00,2.75,17.00,2280.00,448.00,1200.00,420.00,36.10,-120.00
86400.00,3.26,10.00,2520.00,533.00,1340.00,493.00,36.10,-120.00
86300.00,4.38,34.00,2080.00,339.00,868.00,347.00,36.10,-120.00
85300.00,2.78,18.00,1520.00,296.00,846.00,272.00,36.20,-120.00
60400.00,1.71,9.00,2670.00,647.00,1480.00,541.00,36.10,-120.00
55500.00,3.01,29.00,1940.00,434.00,1310.00,415.00,36.10,-120.00
76600.00,2.25,24.00,943.00,209.00,514.00,156.00,36.60,-120.00
66000.00,2.49,31.00,1180.00,221.00,744.00,223.00,36.60,-120.00
90600.00,2.30,25.00,948.00,198.00,613.00,171.00,36.60,-120.00
57200.00,2.29,29.00,1480.00,338.00,1410.00,322.00,36.60,-120.00
58300.00,1.55,25.00,875.00,214.00,931.00,214.00,36.60,-120.00
56000.00,2.48,14.00,1510.00,347.00,1680.00,345.00,36.50,-120.00
68900.00,1.95,24.00,1340.00,312.00,1180.00,267.00,36.80,-120.00
113000.00,2.50,18.00,819.00,198.00,996.00,198.00,36.70,-121.00
38800.00,1.94,20.00,1190.00,263.00,1270.00,241.00,36.50,-121.00
55200.00,1.72,11.00,1950.00,488.00,2100.00,486.00,36.80,-120.00
60000.00,1.91,25.00,1690.00,495.00,1750.00,457.00,36.80,-120.00
58000.00,1.81,25.00,991.00,272.00,941.00,262.00,36.80,-120.00
54300.00,1.40,12.00,932.00,244.00,1040.00,243.00,36.80,-120.00
63000.00,1.34,20.00,1290.00,310.00,954.00,269.00,36.90,-120.00
66000.00,2.35,34.00,673.00,173.00,539.00,182.00,36.90,-120.00
90500.00,2.82,29.00,1560.00,293.00,883.00,288.00,36.80,-120.00
58100.00,2.18,20.00,1520.00,376.00,1680.00,370.00,36.90,-120.00
71900.00,2.44,21.00,1780.00,399.00,1450.00,371.00,36.90,-121.00
74400.00,2.33,42.00,1770.00,344.00,1080.00,323.00,37.00,-121.00
55000.00,2.21,18.00,902.00,195.00,771.00,174.00,36.80,-121.00
67500.00,4.13,46.00,55.00,11.00,26.00,5.00,36.50,-120.00
163000.00,4.63,36.00,49.00,7.00,28.00,2.00,36.50,-120.00
63700.00,2.02,18.00,2600.00,576.00,1620.00,588.00,39.80,-122.00
67500.00,1.69,30.00,4160.00,834.00,1890.00,774.00,39.80,-122.00
85000.00,3.05,20.00,707.00,126.00,337.00,125.00,39.70,-122.00
65600.00,2.35,39.00,4180.00,814.00,2110.00,809.00,39.70,-122.00
72200.00,3.05,16.00,2130.00,412.00,1100.00,369.00,39.80,-122.00
69600.00,2.33,32.00,1290.00,221.00,562.00,203.00,39.80,-122.00
94300.00,2.26,20.00,1400.00,280.00,668.00,250.00,39.70,-122.00
85400.00,3.35,23.00,1660.00,307.00,836.00,297.00,39.70,-122.00
73100.00,1.94,16.00,2030.00,396.00,1030.00,382.00,39.80,-122.00
15000.00,1.66,16.00,255.00,73.00,85.00,38.00,39.70,-123.00
67500.00,2.39,21.00,1160.00,210.00,510.00,175.00,39.70,-122.00
87500.00,3.64,33.00,419.00,77.00,190.00,67.00,39.60,-122.00
81600.00,3.25,28.00,1470.00,259.00,673.00,246.00,39.50,-122.00
71900.00,2.49,25.00,1230.00,240.00,658.00,211.00,39.50,-123.00
58700.00,2.17,34.00,2680.00,533.00,1290.00,505.00,39.50,-122.00
71000.00,2.36,22.00,3270.00,658.00,1650.00,594.00,39.50,-122.00
125000.00,1.37,8.00,1270.00,336.00,1240.00,326.00,39.50,-122.00
66900.00,2.10,17.00,1200.00,268.00,555.00,277.00,39.50,-122.00
63400.00,2.06,39.00,2550.00,482.00,1180.00,437.00,39.50,-122.00
69700.00,2.83,37.00,2360.00,413.00,1060.00,424.00,39.50,-122.00
53000.00,2.17,23.00,462.00,97.00,261.00,90.00,39.50,-122.00
70000.00,2.56,23.00,2500.00,481.00,1440.00,455.00,39.70,-122.00
95300.00,2.85,34.00,2050.00,342.00,958.00,322.00,39.60,-122.00
77100.00,2.49,43.00,1320.00,215.00,512.00,197.00,39.50,-122.00
70500.00,1.83,39.00,844.00,161.00,535.00,165.00,39.50,-122.00
58700.00,2.17,20.00,2330.00,518.00,1860.00,495.00,39.70,-122.00
60000.00,0.96,52.00,661.00,316.00,392.00,244.00,40.80,-124.00
80500.00,1.73,52.00,2420.00,618.00,1150.00,571.00,40.80,-124.00
76900.00,1.78,52.00,1260.00,277.00,591.00,284.00,40.80,-124.00
75500.00,1.59,52.00,1610.00,419.00,891.00,367.00,40.80,-124.00
62500.00,1.85,52.00,1560.00,344.00,758.00,319.00,40.80,-124.00
92700.00,2.26,52.00,2150.00,421.00,975.00,430.00,40.80,-124.00
85400.00,2.54,50.00,2290.00,403.00,837.00,353.00,40.80,-124.00
68300.00,1.64,39.00,1610.00,330.00,731.00,327.00,40.80,-124.00
70000.00,1.82,37.00,1370.00,319.00,640.00,260.00,40.80,-124.00
70500.00,1.75,39.00,1840.00,352.00,883.00,337.00,40.80,-124.00
64600.00,1.47,40.00,1400.00,311.00,788.00,279.00,40.80,-124.00
70500.00,1.97,43.00,2290.00,479.00,1170.00,482.00,40.80,-124.00
82000.00,2.90,43.00,2240.00,446.00,932.00,395.00,40.80,-124.00
85600.00,2.85,35.00,2140.00,438.00,1050.00,434.00,40.80,-124.00
81300.00,2.22,30.00,1900.00,366.00,990.00,359.00,40.80,-124.00
70200.00,2.55,37.00,1450.00,293.00,867.00,310.00,40.80,-124.00
72200.00,2.51,33.00,1080.00,222.00,656.00,236.00,40.80,-124.00
67000.00,2.16,34.00,1590.00,364.00,950.00,317.00,40.80,-124.00
116000.00,4.85,13.00,2170.00,339.00,951.00,353.00,40.80,-124.00
82800.00,2.81,26.00,1780.00,361.00,992.00,380.00,40.80,-124.00
69000.00,2.44,30.00,2980.00,634.00,1370.00,583.00,40.80,-124.00
67500.00,1.75,50.00,340.00,74.00,235.00,83.00,40.80,-124.00
72600.00,2.50,32.00,1370.00,312.00,872.00,306.00,40.80,-124.00
74100.00,1.75,47.00,1490.00,335.00,765.00,329.00,40.80,-124.00
74700.00,1.61,52.00,2170.00,480.00,908.00,451.00,40.80,-124.00
74100.00,1.14,52.00,1700.00,500.00,952.00,435.00,40.80,-124.00
81000.00,2.49,38.00,1550.00,290.00,873.00,291.00,40.80,-124.00
104000.00,3.17,41.00,2130.00,358.00,911.00,349.00,40.80,-124.00
81800.00,3.80,46.00,1980.00,346.00,791.00,349.00,40.80,-124.00
90600.00,2.11,46.00,3040.00,597.00,1210.00,541.00,40.80,-124.00
86400.00,3.02,37.00,2690.00,488.00,1260.00,486.00,40.80,-124.00
92800.00,3.42,35.00,2430.00,423.00,982.00,432.00,40.80,-124.00
99600.00,2.91,27.00,3050.00,605.00,1410.00,571.00,40.80,-124.00
101000.00,3.38,24.00,2860.00,511.00,1390.00,512.00,40.80,-124.00
90000.00,3.40,36.00,2110.00,374.00,829.00,368.00,40.80,-124.00
96100.00,2.55,23.00,959.00,212.00,425.00,175.00,40.80,-124.00
86900.00,2.11,34.00,2140.00,420.00,1060.00,382.00,40.80,-124.00
81100.00,2.25,31.00,2150.00,462.00,1260.00,420.00,40.80,-124.00
83000.00,2.88,29.00,2470.00,453.00,1130.00,427.00,40.80,-124.00
92800.00,3.58,32.00,2020.00,359.00,855.00,346.00,40.80,-124.00
98100.00,3.22,34.00,4180.00,702.00,1890.00,669.00,40.90,-124.00
143000.00,3.52,31.00,2410.00,428.00,1010.00,401.00,40.90,-124.00
134000.00,3.98,22.00,2590.00,435.00,1200.00,442.00,40.80,-124.00
150000.00,1.12,18.00,1290.00,484.00,805.00,502.00,40.90,-124.00
75000.00,1.17,25.00,1320.00,387.00,794.00,379.00,40.90,-124.00
87500.00,1.16,44.00,692.00,206.00,398.00,211.00,40.90,-124.00
99200.00,2.21,47.00,1770.00,326.00,796.00,333.00,40.90,-124.00
101000.00,1.15,29.00,1710.00,469.00,990.00,425.00,40.90,-124.00
106000.00,2.22,50.00,921.00,187.00,420.00,187.00,40.90,-124.00
153000.00,0.77,31.00,334.00,134.00,780.00,130.00,40.90,-124.00
57500.00,1.73,33.00,2240.00,506.00,1170.00,441.00,40.90,-124.00
81100.00,2.07,35.00,2990.00,578.00,1580.00,585.00,40.90,-124.00
74100.00,1.53,31.00,1980.00,495.00,1050.00,467.00,40.90,-124.00
82100.00,2.43,26.00,2680.00,555.00,1350.00,526.00,40.90,-124.00
92600.00,2.73,18.00,4030.00,798.00,1950.00,775.00,40.90,-124.00
50800.00,3.35,52.00,1110.00,209.00,544.00,172.00,40.80,-124.00
140000.00,2.57,12.00,2090.00,424.00,1600.00,438.00,40.90,-124.00
136000.00,3.05,25.00,2400.00,431.00,983.00,375.00,40.70,-124.00
78800.00,1.67,13.00,2520.00,719.00,1380.00,628.00,40.90,-124.00
79800.00,2.06,24.00,2390.00,565.00,1060.00,414.00,41.00,-124.00
36700.00,1.05,31.00,938.00,238.00,425.00,157.00,41.30,-124.00
50000.00,1.82,19.00,1970.00,431.00,1170.00,363.00,41.10,-124.00
59200.00,1.49,19.00,1800.00,384.00,1030.00,327.00,41.10,-124.00
62700.00,1.81,22.00,1580.00,372.00,686.00,264.00,41.30,-124.00
83800.00,2.15,17.00,1560.00,345.00,517.00,222.00,41.00,-124.00
62800.00,2.02,29.00,1030.00,239.00,509.00,196.00,41.40,-124.00
119000.00,2.47,22.00,3260.00,799.00,1380.00,578.00,41.10,-124.00
143000.00,3.02,32.00,1020.00,215.00,421.00,198.00,41.10,-124.00
97900.00,1.97,26.00,1630.00,380.00,890.00,370.00,41.00,-124.00
103000.00,3.54,21.00,1510.00,319.00,943.00,301.00,41.00,-124.00
98800.00,2.95,29.00,1430.00,268.00,672.00,266.00,40.90,-124.00
75600.00,2.46,28.00,1470.00,336.00,811.00,314.00,40.90,-124.00
84200.00,2.69,41.00,1720.00,372.00,844.00,336.00,40.90,-124.00
106000.00,3.29,28.00,1270.00,259.00,519.00,220.00,40.90,-124.00
75500.00,2.17,23.00,1670.00,385.00,1060.00,390.00,41.00,-124.00
111000.00,2.68,18.00,3300.00,662.00,1550.00,578.00,41.00,-124.00
96000.00,3.14,20.00,1080.00,214.00,529.00,196.00,41.00,-124.00
81700.00,2.96,19.00,1730.00,365.00,866.00,342.00,41.00,-124.00
99600.00,2.59,18.00,2250.00,484.00,1250.00,472.00,41.00,-124.00
73600.00,3.51,25.00,2390.00,474.00,1300.00,461.00,40.90,-124.00
90200.00,2.76,17.00,1660.00,329.00,948.00,357.00,40.90,-124.00
70100.00,2.31,18.00,1550.00,345.00,941.00,335.00,40.90,-124.00
127000.00,2.82,12.00,2500.00,491.00,1150.00,462.00,40.90,-124.00
166000.00,5.03,14.00,1450.00,217.00,516.00,181.00,40.90,-124.00
78400.00,1.90,17.00,1490.00,345.00,823.00,316.00,41.00,-124.00
120000.00,2.99,23.00,2100.00,411.00,1020.00,387.00,40.80,-124.00
120000.00,3.81,28.00,3510.00,634.00,1660.00,598.00,40.70,-124.00
112000.00,3.97,33.00,644.00,129.00,334.00,121.00,40.70,-124.00
129000.00,4.04,17.00,2030.00,338.00,873.00,313.00,40.70,-124.00
101000.00,2.84,18.00,2580.00,499.00,1380.00,503.00,40.70,-124.00
131000.00,4.21,23.00,580.00,117.00,320.00,109.00,40.70,-124.00
90100.00,3.54,21.00,5690.00,1060.00,2910.00,972.00,40.70,-124.00
58100.00,1.65,32.00,1220.00,331.00,620.00,268.00,40.80,-124.00
79000.00,2.52,36.00,2350.00,528.00,1190.00,465.00,40.70,-124.00
107000.00,3.05,35.00,952.00,178.00,480.00,179.00,40.60,-124.00
86400.00,2.90,32.00,1600.00,309.00,706.00,277.00,40.60,-124.00
92100.00,2.58,43.00,2130.00,399.00,910.00,389.00,40.60,-124.00
85100.00,2.45,39.00,1320.00,283.00,642.00,292.00,40.60,-124.00
79600.00,2.09,39.00,1190.00,238.00,539.00,212.00,40.60,-124.00
128000.00,4.03,27.00,1150.00,206.00,521.00,219.00,40.60,-124.00
66800.00,1.56,22.00,1670.00,405.00,826.00,382.00,40.60,-124.00
76800.00,2.18,17.00,2990.00,610.00,1540.00,584.00,40.60,-124.00
95200.00,3.44,32.00,1880.00,340.00,937.00,353.00,40.60,-124.00
97300.00,2.76,24.00,2980.00,553.00,1370.00,480.00,40.50,-124.00
92600.00,2.32,31.00,1850.00,365.00,883.00,310.00,40.60,-124.00
77100.00,1.72,25.00,2020.00,524.00,746.00,251.00,40.50,-124.00
92500.00,2.70,25.00,1900.00,357.00,891.00,355.00,40.60,-124.00
75100.00,2.14,29.00,2860.00,600.00,1310.00,562.00,40.60,-124.00
74100.00,2.49,33.00,1350.00,234.00,573.00,236.00,40.60,-124.00
94800.00,3.25,38.00,544.00,89.00,240.00,91.00,40.50,-124.00
72300.00,2.24,30.00,1930.00,393.00,996.00,374.00,40.50,-124.00
57500.00,1.76,42.00,2380.00,553.00,1300.00,504.00,40.50,-124.00
70500.00,2.39,38.00,2220.00,426.00,1040.00,401.00,40.40,-124.00
55000.00,3.53,52.00,1200.00,236.00,965.00,265.00,40.50,-124.00
71300.00,2.61,34.00,1010.00,213.00,443.00,158.00,40.50,-124.00
111000.00,2.36,52.00,2220.00,394.00,907.00,369.00,40.60,-124.00
107000.00,3.08,52.00,2690.00,453.00,1150.00,435.00,40.50,-124.00
94600.00,3.01,52.00,1820.00,300.00,806.00,270.00,40.50,-124.00
76100.00,1.94,32.00,1430.00,419.00,434.00,187.00,40.30,-124.00
136000.00,2.63,17.00,1320.00,267.00,393.00,163.00,40.10,-124.00
70700.00,1.32,16.00,2090.00,535.00,816.00,326.00,40.20,-124.00
74000.00,2.10,28.00,2810.00,605.00,1090.00,438.00,40.30,-124.00
54300.00,1.73,31.00,1850.00,452.00,917.00,359.00,40.20,-124.00
76800.00,1.22,19.00,2280.00,634.00,1180.00,453.00,40.20,-124.00
82400.00,2.09,33.00,2990.00,591.00,1220.00,486.00,40.10,-124.00
102000.00,1.96,35.00,2050.00,477.00,900.00,402.00,40.10,-124.00
102000.00,2.19,17.00,2020.00,496.00,899.00,347.00,40.00,-124.00
60800.00,1.88,38.00,1330.00,262.00,784.00,231.00,33.10,-116.00
53400.00,2.16,18.00,1110.00,283.00,1010.00,253.00,33.10,-116.00
46700.00,2.10,21.00,1020.00,218.00,890.00,232.00,33.10,-116.00
40000.00,1.00,33.00,1230.00,373.00,777.00,298.00,33.20,-115.00
43300.00,1.66,32.00,2000.00,523.00,1070.00,410.00,33.20,-116.00
72500.00,2.45,37.00,709.00,187.00,390.00,142.00,33.20,-116.00
87500.00,2.90,27.00,452.00,103.00,258.00,61.00,33.10,-116.00
61200.00,2.05,17.00,1010.00,231.00,745.00,217.00,33.00,-116.00
62000.00,2.30,20.00,1120.00,244.00,766.00,230.00,33.00,-116.00
91700.00,3.35,31.00,314.00,61.00,152.00,56.00,33.00,-116.00
108000.00,3.40,29.00,1140.00,220.00,684.00,194.00,33.00,-115.00
114000.00,3.20,17.00,841.00,146.00,473.00,154.00,33.00,-116.00
58600.00,1.46,32.00,1620.00,382.00,1310.00,345.00,33.00,-116.00
66400.00,2.21,21.00,1300.00,327.00,1240.00,316.00,33.00,-116.00
62200.00,1.72,25.00,2580.00,634.00,2080.00,565.00,33.00,-116.00
63700.00,1.91,20.00,1400.00,287.00,1100.00,317.00,33.00,-116.00
69400.00,1.54,23.00,1460.00,373.00,1150.00,388.00,33.00,-116.00
60600.00,1.95,27.00,1510.00,395.00,1120.00,381.00,33.00,-116.00
96000.00,4.35,17.00,1700.00,268.00,911.00,254.00,33.00,-116.00
80800.00,3.26,24.00,2570.00,530.00,1450.00,473.00,33.00,-116.00
70800.00,3.01,41.00,2430.00,454.00,1190.00,430.00,33.00,-116.00
70700.00,2.41,35.00,1580.00,340.00,933.00,318.00,33.00,-116.00
143000.00,5.43,33.00,2270.00,365.00,952.00,360.00,33.00,-116.00
107000.00,3.82,21.00,2160.00,480.00,1160.00,421.00,33.00,-116.00
60300.00,1.52,34.00,2230.00,545.00,1570.00,510.00,33.00,-116.00
66400.00,1.98,24.00,1620.00,366.00,1420.00,401.00,33.00,-116.00
67500.00,1.99,10.00,1880.00,387.00,1380.00,337.00,33.00,-116.00
100000.00,3.65,34.00,591.00,139.00,327.00,89.00,32.80,-115.00
146000.00,6.26,16.00,1140.00,196.00,481.00,185.00,32.80,-115.00
114000.00,3.32,19.00,1090.00,171.00,649.00,173.00,32.90,-115.00
74300.00,2.36,23.00,1460.00,294.00,866.00,275.00,32.80,-115.00
80900.00,1.94,14.00,1280.00,270.00,867.00,261.00,32.80,-115.00
71100.00,3.57,30.00,1600.00,322.00,1130.00,335.00,32.80,-115.00
65800.00,1.99,38.00,1890.00,394.00,1180.00,374.00,32.80,-115.00
67500.00,1.90,35.00,1260.00,262.00,950.00,241.00,32.80,-115.00
68600.00,1.76,32.00,741.00,191.00,623.00,169.00,32.80,-115.00
62300.00,3.24,33.00,1370.00,269.00,825.00,250.00,32.90,-116.00
63500.00,1.74,17.00,1040.00,256.00,728.00,246.00,32.90,-116.00
61100.00,1.95,29.00,1210.00,301.00,804.00,288.00,32.80,-116.00
67500.00,3.53,31.00,1490.00,289.00,959.00,284.00,32.80,-116.00
90800.00,4.88,20.00,1610.00,274.00,862.00,248.00,32.90,-116.00
83200.00,4.13,3.00,1630.00,317.00,1010.00,312.00,32.90,-116.00
103000.00,3.36,19.00,541.00,104.00,457.00,106.00,32.90,-115.00
125000.00,3.17,23.00,1230.00,235.00,569.00,235.00,32.80,-116.00
55200.00,2.18,18.00,1560.00,340.00,1160.00,343.00,32.80,-116.00
93800.00,2.21,44.00,472.00,81.00,206.00,57.00,32.80,-116.00
87500.00,2.09,16.00,348.00,99.00,123.00,54.00,32.80,-116.00
113000.00,1.63,19.00,377.00,69.00,198.00,55.00,32.80,-116.00
96300.00,4.47,5.00,805.00,143.00,458.00,143.00,32.80,-116.00
67500.00,2.57,34.00,1540.00,316.00,1010.00,274.00,32.80,-116.00
87500.00,3.66,10.00,1090.00,203.00,533.00,201.00,32.80,-116.00
69900.00,1.72,17.00,1490.00,426.00,1600.00,428.00,32.80,-116.00
72600.00,1.19,16.00,1310.00,359.00,961.00,327.00,32.80,-116.00
93800.00,1.88,16.00,2280.00,594.00,1180.00,513.00,32.80,-116.00
88500.00,2.62,21.00,1260.00,246.00,805.00,239.00,32.80,-115.00
79200.00,2.24,18.00,1720.00,337.00,1170.00,333.00,32.80,-116.00
61200.00,1.74,14.00,1530.00,325.00,1450.00,332.00,32.70,-116.00
63100.00,2.36,17.00,1190.00,275.00,1110.00,258.00,32.70,-116.00
143000.00,3.41,13.00,330.00,72.00,822.00,64.00,32.80,-116.00
61000.00,2.11,23.00,666.00,142.00,580.00,160.00,32.80,-116.00
53600.00,1.21,22.00,565.00,162.00,692.00,141.00,32.80,-116.00
56100.00,1.66,30.00,752.00,194.00,733.00,186.00,32.80,-116.00
60400.00,1.27,23.00,1710.00,403.00,1370.00,377.00,32.80,-116.00
59600.00,1.64,23.00,1000.00,221.00,697.00,201.00,32.80,-116.00
68600.00,4.57,33.00,1190.00,213.00,1070.00,211.00,32.80,-116.00
63900.00,2.20,25.00,1310.00,375.00,1190.00,351.00,32.80,-116.00
59400.00,1.60,28.00,1670.00,416.00,1340.00,397.00,32.80,-116.00
69400.00,1.39,15.00,1170.00,328.00,1020.00,298.00,32.80,-116.00
58300.00,1.34,18.00,1180.00,438.00,1380.00,429.00,32.80,-116.00
76200.00,3.21,34.00,2860.00,555.00,1630.00,522.00,32.80,-116.00
62500.00,1.17,20.00,2370.00,835.00,2280.00,767.00,32.80,-116.00
68100.00,1.67,50.00,1290.00,277.00,864.00,274.00,32.80,-116.00
